event_type,timestamp,topic_category,user_text,rating
reviews_data,2026-06-19T21:54:16Z,,"Worst trading application with very poor customer support. They initially confirmed that my commodity trading issue was settled and that compensation would be credited. Later, they reversed their decision and provided an unreasonable explanation to deny compensation. The lack of accountability, inconsistent communication, and poor customer handling make this a highly disappointing experience. I would not recommend this platform to traders looking for reliable service and support.",1
reviews_data,2026-06-19T21:23:15Z,,groww app fese kyc remove karo dikkat hai,1
reviews_data,2026-06-19T21:16:35Z,,Wonderful application and Groww app services,5
reviews_data,2026-06-19T18:46:15Z,,my overall experience is good but I think groww should reduce brokerage charges to some extent.,4
reviews_data,2026-06-19T16:31:53Z,,very nice experience with 2years,5
reviews_data,2026-06-19T16:03:50Z,,Worst app i can't even widdraw my amount,1
reviews_data,2026-06-19T15:49:51Z,,Easy every thing please Thank you,5
reviews_data,2026-06-19T15:29:03Z,,I am investing from groww . but customer services are poor. I try to change my number become I got my Sim card block 🚫 so they take a service fee for number change .. its ok they are taking a service fee but I cant add my fund if I dont have my old number..so how can I do ?,1
reviews_data,2026-06-19T15:08:27Z,,Groww is the one of the best Trading App where each & every thing is real. Also very smooth operate platform.,5
reviews_data,2026-06-19T14:57:58Z,,super 👌 platform for grow,5
reviews_data,2026-06-19T14:54:56Z,,"""Not reliable for options trading at all. Charts fail to load during peak hours, and stop-loss orders don't execute on time, leading to heavy losses. Pathetic performance.""",1
reviews_data,2026-06-19T14:22:38Z,,Groww is the worst application to use. The platform is completely rigged and designed to lure users in only to secretly drain their money through hidden charges and market traps. I strongly advise against trusting your hard-earned savings with this company; it is nothing but a money-making scam to loot common people. I have also lost my money so please don't install it.,1
reviews_data,2026-06-19T13:45:05Z,,Nice App Me Ahsan,5
reviews_data,2026-06-19T13:42:33Z,,SEBI says 90% FnO Retail trader Groww money using GROWW APP Avarage groww money 2-3 lacs per retail trader. THATS WAS VERY NICE,1
reviews_data,2026-06-19T13:26:00Z,,Learned a lot about financial planning. Feels good to be informed.,5
reviews_data,2026-06-19T13:23:29Z,,agar stock pe koi tips milta to or achha ho sakta,5
reviews_data,2026-06-19T13:09:33Z,,Not live showing. all time cheat,2
reviews_data,2026-06-19T13:03:16Z,,very easy for handle,5
reviews_data,2026-06-19T12:35:00Z,,good working good working,5
reviews_data,2026-06-19T11:21:26Z,,costomer sport no help,1
reviews_data,2026-06-19T11:13:07Z,,easy way to trade,5
reviews_data,2026-06-19T10:54:30Z,,very easy to access.,5
reviews_data,2026-06-19T10:53:45Z,,no holding charge in yerley,5
reviews_data,2026-06-19T10:49:27Z,,"Groww is best and profitable platform for Investors to invest in ShareMarket for their Financial Growth , Thank You Groww ! 🙂",5
reviews_data,2026-06-19T10:47:18Z,,"Overall,I wouldn't say its a terrible app per se.But the fee structure and pledging is draconian.If incuring heavy losses due to stupid policy and sketchy T&C isnt your thing,Id say even if you use this app dont ever think of pledging your portfolio for derivatives.",1
reviews_data,2026-06-19T10:21:44Z,,"Trading is Very easy and Now share Tecnical, overview, Breakout stock and other variables help us to indentify Good stocks .",5
reviews_data,2026-06-19T10:16:18Z,,"Great going, but no OFS option, and many MF are missing, and financial ratios too are missing, also some GTT orders dont show and some show, in all orders list. order list filter is full of bugs. have complained and showed them recording also, but no action.",2
reviews_data,2026-06-19T10:13:55Z,,Nice and easy to use..,5
reviews_data,2026-06-19T09:55:25Z,,not able to add funds in grow account through NetBanking as application interface is not giving enter or submit button on OTP filling page. Oppo a9 device,1
reviews_data,2026-06-19T09:52:31Z,,My money earning work place 🌹🤑👍,5
reviews_data,2026-06-19T09:35:35Z,,Good Platform for Stock Market,5
reviews_data,2026-06-19T09:31:33Z,,"The grow chart pattern is very slow if you are executing any trade then the premium chart is very slow and does not show in real time and lag problem,and you will lose the money",1
reviews_data,2026-06-19T09:31:23Z,,good for trading and mutual fund 😁,5
reviews_data,2026-06-19T09:23:43Z,,"wow, best working cool and more style please",5
reviews_data,2026-06-19T09:07:27Z,,chart error lot of time,4
reviews_data,2026-06-19T08:53:21Z,,double amount paisa fisplacement,5
reviews_data,2026-06-19T08:06:39Z,,bahut hi badhiya app hai 👈'Groww',5
reviews_data,2026-06-19T07:25:48Z,,bahut accha app hai ❤️,5
reviews_data,2026-06-19T07:14:40Z,,excellent. simple interface. easy to use,5
reviews_data,2026-06-19T07:07:32Z,,my amount balance plz,2
reviews_data,2026-06-19T05:30:51Z,,very good and clear response & review fast reply,5
reviews_data,2026-06-19T04:29:08Z,,really groww is a fantastic application for investing in Indian stock market mutual fund it's application interface is a very user friendly and customer response is also very quick . I am using this application since last 3 years .,5
reviews_data,2026-06-18T23:47:28Z,,"please add to able to see price on tp and Sl,,,",1
reviews_data,2026-06-18T22:32:20Z,,Nice. trading and investment,5
reviews_data,2026-06-18T20:48:34Z,,Good plateform for investment,5
reviews_data,2026-06-18T18:56:41Z,,I studied the course of ₹21700 information about the basic and intermediate knowledge. very helping and great learning knowledge about the complete fundamentals. everyone should learn as prasad sir teaching is so good.,5
reviews_data,2026-06-18T17:49:08Z,,Hidden charges bhut hai jitna profit hota hai half se jyada to ye charges kat lete hai 0000000Rating Dikhate kuch or hai kr kuch or hi rhe hai,1
reviews_data,2026-06-18T17:26:13Z,,Easy to use and understandable no.1 app.,5
reviews_data,2026-06-18T15:21:33Z,,sabse best he . bas scalping main double chart hota to or acha hota thodi brokerage kam honi chahiye,5
reviews_data,2026-06-18T15:21:07Z,,most expensive 🫰 for biggener my experience 2.5 years,5
reviews_data,2026-06-18T15:11:44Z,,this is a best platform,5
reviews_data,2026-06-18T14:43:29Z,,I am very happy,5
reviews_data,2026-06-18T14:11:53Z,,i see best ever for f&o treding and intraday treding,5
reviews_data,2026-06-18T14:05:59Z,,its worth the brokerage and its very easy to use.,5
reviews_data,2026-06-18T13:24:07Z,,I have a good aplication.,5
reviews_data,2026-06-18T13:20:18Z,,"paisa automatically deduction, account minus and trade automatically canceled totally fake and froude app",1
reviews_data,2026-06-18T13:14:16Z,,"please don't waste of your money ❌🙏 this app is just a trap!.if u have not extra income source then u definitely finished your all money.... 👉example--in a week 2days profit, 4day lost💯💯..when u profit u forget your previous lost😆 Revenge😡 and recover mood is very dangerous for this share Market....you never get back money by recover.. because when you try to recover then, you lost again and again 😭.... 👉Waste your money 💰 by enjoy but never do trading 💯🙏🙏😭",1
reviews_data,2026-06-18T12:46:19Z,,investing for good place,5
reviews_data,2026-06-18T12:41:54Z,,"Pricing Issue, Trust Issue, support Issue & many more...",1
reviews_data,2026-06-18T12:22:45Z,,very best nice app,5
reviews_data,2026-06-18T12:21:42Z,,ekdum bakwas..customer care can't work proper. sebi please check this platform,1
reviews_data,2026-06-18T12:13:19Z,,Like upi that you moved into profile section similarly move loan section also as keep only 3 mail section in from best view in that. Its irritating. hide atleast,1
reviews_data,2026-06-18T12:09:17Z,,Wow! what a simple UI. Strongly suggest for every one especially beginners.,5
reviews_data,2026-06-18T11:23:18Z,,"Don't use this difficult to set GTT stop due new update, if you use i will loss your money",1
reviews_data,2026-06-18T10:47:02Z,,good service love you groww,5
reviews_data,2026-06-18T10:44:46Z,,This is Aap is To Good 💯,5
reviews_data,2026-06-18T10:23:53Z,,"आपकी Service तो अच्छी है,परन्तु इसमें और सुधार की आवश्यकता है।",5
reviews_data,2026-06-18T10:20:47Z,,this app is super better another app . 💚💚💚💚🍏🍏🍏🍏👏👏👏👏👏👏🎂🎈👏🎈👏🥰🥰🥰🥰🥰👏,5
reviews_data,2026-06-18T10:12:28Z,,i like this app,5
reviews_data,2026-06-18T10:12:09Z,,trading ke best platform...,4
reviews_data,2026-06-18T10:05:59Z,,Brokerage charge is high,5
reviews_data,2026-06-18T10:04:22Z,,nice for investment this app,5
reviews_data,2026-06-18T10:03:02Z,,it's my favourite app for trading,5
reviews_data,2026-06-18T10:00:41Z,,User friendly interface i personally like groww aap,5
reviews_data,2026-06-18T09:57:06Z,,nice experience in app 👍,5
reviews_data,2026-06-18T09:43:09Z,,Very high trading cost.. use other alternatives. Other apps are affordable.,1
reviews_data,2026-06-18T09:28:20Z,,"I love the minimal but vast options available in the app, be it stocks, MF, commodity etc but I feel that 1 thing is lacking. In the Groww Web they recently included that feature. I'm talking about Trade directly from charts i.e., like Dhan you can simply drag drop SL and target levels. The feature is there in Groww web but it is not available in mobile. i usually trade from mobile so if they roll out this important feature I'll come back and give it a 5 ⭐",3
reviews_data,2026-06-18T09:24:38Z,,3th class app option trading in app,1
reviews_data,2026-06-18T08:46:43Z,,Best Demat App.... myself used till now,5
reviews_data,2026-06-18T08:41:23Z,,New I will give my views after few months,5
reviews_data,2026-06-18T08:33:41Z,,Best app for trading for beginners,5
reviews_data,2026-06-18T06:16:54Z,,Best broker for Trading.,5
reviews_data,2026-06-18T00:24:54Z,,"best graphs , but high Brockrage",4
reviews_data,2026-06-18T00:20:12Z,,"Worst experience at the time of redemption.. No accountability from the app side. No communication at all.. Once investment done, its customers struggle starts. Even the 1 star What's given is too much for the app.",1
reviews_data,2026-06-17T23:27:25Z,,kindly Include Alpha indicator in the stock technical details section.,5
reviews_data,2026-06-17T23:15:00Z,,"can you add music while opening profilio , buying something, like clash of clans please 🙏🙏❤️",5
reviews_data,2026-06-17T22:34:16Z,,it is extremely wonderful good app.,5
reviews_data,2026-06-17T21:17:40Z,,what a broker 100/100 ~begginers trust me this is the best broker ever.,5
reviews_data,2026-06-17T20:11:42Z,,All apps have low charges but Groww More Charges You also charge less Please,1
reviews_data,2026-06-17T19:30:24Z,,groww is bad app High brokarage charges stop loss not working,1
reviews_data,2026-06-17T18:38:49Z,,customer care not responding my issue morethan 1 month not solved my amount locked,1
reviews_data,2026-06-17T18:03:33Z,,"very easy to app, good interface and shows all transactions and easily track stock buy and sell charges.",5
reviews_data,2026-06-17T17:57:58Z,,bahut achcha app hai aap isko TRAI kar sakte ho,5
reviews_data,2026-06-17T16:36:17Z,,It's very easy to use I love it It's the nicest app ever,5
reviews_data,2026-06-17T15:48:15Z,,"iss app ke dvara share market mai investment krne se, future mai financial free hone 100 percent guaranteed hai.",5
reviews_data,2026-06-17T15:42:44Z,,These gyz are theifs because they are charging high brokerage and they will charge brokerage in such a way you won't tell that you have lost money. They have charged me 500rs for 3delivery trade. Better to go with zerodha atleast they charge only 20rs per trade.,1
reviews_data,2026-06-17T15:40:22Z,,samajh nhi aa rha achhe se,4
reviews_data,2026-06-17T15:32:54Z,,excellent App easy to used,5
reviews_data,2026-06-17T15:24:43Z,,the app is very good. can you provide a toggle feature for watchlist which enable me to navigate from chart of one scrip to another/next scrip without going back as provided in web platform.,5
reviews_data,2026-06-17T15:20:02Z,,very good app for investment,5
reviews_data,2026-06-17T14:16:59Z,,Showing wrong OHLC data. No proper Customer Support.,1
reviews_data,2026-06-17T14:05:33Z,,nice to trade here,5
reviews_data,2026-06-17T14:03:43Z,,"I have repeatedly raised concerns regarding a discrepancy in my mutual fund investment, but I do not feel that my issue is being properly investigated. My invested amount was showing approximately ₹1,05,000, and later it dropped to around ₹85,000 without any redemption or transaction initiated by me. I am also unable to find records that explain this change. This is a serious matter involving my hard-earned money. I request a detailed audit trail of all transactions, folio movements, unit bala",1
reviews_data,2026-06-17T13:37:39Z,,worst app I used,1
reviews_data,2026-06-17T13:18:44Z,,from a few day this is app sucking my balance in f and o I take position in correct direction but it suddenly somehow goes big candle in opposite direction even if the sensex is freaking normal and then goes to my direction this keep happening with me again and again i think groww model is showing wrong thing I don't want to trade in this app anymore such a sick app😭😭,1
reviews_data,2026-06-17T13:06:56Z,,"Very disappointed with Groww. I faced a serious app glitch while trading, and because of this issue I suffered a significant loss. The app was not working properly at a critical moment, which affected my ability to manage my position. For a trading platform, reliability and execution are very important. I hope the team improves stability and takes such issues seriously.",1
reviews_data,2026-06-17T12:52:06Z,,maintain the same success,5
reviews_data,2026-06-17T12:47:17Z,,Why do you have to fix something that's not broken? You've added animations which are not only terrible but disturb the whole app experience.,1
reviews_data,2026-06-17T12:38:17Z,,"not happy with this application, brokrage charges are very High, too much lag, very much disappointed with the services,,going to unplug.... i don't recommend....",1
reviews_data,2026-06-17T12:07:27Z,,ita beutiful to handle and so easy to uae,5
reviews_data,2026-06-17T11:43:49Z,,Future m koi Sahara nhi h Growww ke siwa🥰 isliye Invest kijye,5
reviews_data,2026-06-17T11:42:59Z,,app bhut hi jada glitch hoti hai number of time app ki inefficiencies karan mera profit loss mai convert huya hai,1
reviews_data,2026-06-17T11:28:05Z,,it's the best app. easy tracking,5
reviews_data,2026-06-17T11:19:32Z,,IT is good app for begginers and it is so easy to use and best for handling,5
reviews_data,2026-06-17T11:18:10Z,,show likes good very helpful,5
reviews_data,2026-06-17T10:53:33Z,,"why did you removed news section from app , it was very helpful insight section , uninstalling the app soon , if that news section is not back , grow digest is useless to work with and waste of time also.",5
reviews_data,2026-06-17T10:47:15Z,,it's easy to manage,5
reviews_data,2026-06-17T10:35:53Z,,much better than lite by zerodha,5
reviews_data,2026-06-17T10:21:46Z,,What P&L does the chart show,5
reviews_data,2026-06-17T10:10:43Z,,app login is not working.,1
reviews_data,2026-06-17T10:00:15Z,,nice 👍 The part of life,5
reviews_data,2026-06-17T09:50:18Z,,"I had a pathetic experience with Groww app. Recently I had changed the nominee details and got updated in DP. After a week, I invested in 4 mutual fund schemes through Groww app as lumpsum. After allocation of units, it was found that the nomination was marked to old nominee and not the latest one that got updated in DP. I contacted their chat support. It didn't give proper answer. Then I called their customer care. They assured that the details will.be corrected. However they didn't.",1
reviews_data,2026-06-17T09:39:38Z,,one of the greatest app,5
reviews_data,2026-06-17T09:36:23Z,,bekar app hai atak jata hai jiski wajah se 50k loss hua hai,1
reviews_data,2026-06-17T09:34:35Z,,Super app...! very user friendly app...,5
reviews_data,2026-06-17T09:21:51Z,,not working properly it hangs everytine,1
reviews_data,2026-06-17T09:21:50Z,,"market opening pr ye app humse hang hota ha dii ko fyda dena k liya , bakwas appp",3
reviews_data,2026-06-17T09:01:21Z,,bohut accha he groww,5
reviews_data,2026-06-17T08:46:57Z,,it's too good but you need some time,5
reviews_data,2026-06-17T07:31:49Z,,thnx ye trand ke liye best aap hai,5
reviews_data,2026-06-17T06:52:19Z,,I love this trading app. One of the Best trading app,5
reviews_data,2026-06-17T06:36:21Z,,"I have been using Groww for quite some time, and my overall experience has been excellent. The app offers a clean, user-friendly interface with smooth navigation and fast order execution. It provides all the essential features for investing and trading, including stocks, mutual funds, and F&O trading, in one place. Portfolio tracking is simple, and the platform is easy to use for both beginners and experienced traders. 🥰🥰🥰",5
reviews_data,2026-06-17T03:41:07Z,,thank you very much 😘,5
reviews_data,2026-06-17T00:26:59Z,,Technical issue. I lose 10000+.custumer service is to poor refund kro,1
reviews_data,2026-06-17T00:06:10Z,,very good and helpful app. thank you. groww,5
reviews_data,2026-06-17T00:03:01Z,,Great app. Been an user for the last 7 years and I found this one the most user friendly one. Thanks groww.,5
reviews_data,2026-06-16T23:51:13Z,,I trust all of you and I hope you treat your customers with the utmost trust.,5
reviews_data,2026-06-16T23:45:46Z,,hello Groww এমন কোন কোম্পানির নিয়ে এসো তাদের জন্য আমরা ভালো করে ট্রেডিং করতে পারি,3
reviews_data,2026-06-16T23:36:57Z,,lag and update are very late 😔,1
reviews_data,2026-06-16T22:51:20Z,,ye app bahut acha hai,5
reviews_data,2026-06-16T22:19:04Z,,nice application for trading,5
reviews_data,2026-06-16T22:01:48Z,,It's good and safe to use,5
reviews_data,2026-06-16T20:31:35Z,,Kill Switch option not available.,3
reviews_data,2026-06-16T18:27:32Z,,sometimes too many notifications. we can't get back money from groww after trading period. otherwise easy to use and theme is minimal and good,4
reviews_data,2026-06-16T18:27:20Z,,nice interface. easy to use and follow stocks,5
reviews_data,2026-06-16T17:36:57Z,,best apps only mutual funds,5
reviews_data,2026-06-16T14:58:38Z,,"Dear Groww Tea, This is requested to you please ad an option in this app to switch account as of now every time I need to logout and again login this will reset all chart settings. so add a feature that just one click switch account and all settings remaining same for a user if he handle their family account.",4
reviews_data,2026-06-16T14:52:29Z,,बहोत अच्छा है groww,5
reviews_data,2026-06-16T14:46:23Z,,bast app for stock,5
reviews_data,2026-06-16T14:05:40Z,,why grow app slow down today,1
reviews_data,2026-06-16T13:16:33Z,,some adavance features can be added in app but now it's working very nice achievements 😀,5
reviews_data,2026-06-16T12:37:43Z,,"Everything is Good, Can you guys please add trade from Index Chart, like Angelone , Due to fear i avoid entry on my level and later chases it and end up losing unnecessarily, Auto entry will solve this issue of thousands such individuals, can you please do it, I don't want to shift to other platform . It's a request please do it .",5
reviews_data,2026-06-16T12:32:02Z,,it's best and easy to use while compare to other apps,5
reviews_data,2026-06-16T12:30:09Z,,Best app for new investor.,5
reviews_data,2026-06-16T12:16:14Z,,it is a great app for beginners it is very simple to use but their brokerage charge is more higher than some other apps,4
reviews_data,2026-06-16T12:05:58Z,,outstanding broker ... easy to use and there is also simple interference. there is no extra taxes instead of order tax ... all is good experience... ☺️,5
reviews_data,2026-06-16T11:50:23Z,,best app for trading,5
reviews_data,2026-06-16T11:48:29Z,,This app totally fake 🤣 💯,1
reviews_data,2026-06-16T11:25:54Z,,perfect app for investment,5
reviews_data,2026-06-16T11:16:54Z,,good application for long term holders,5
reviews_data,2026-06-16T11:00:29Z,,Investment ka sahi tarika,4
reviews_data,2026-06-16T10:58:45Z,,The app is user-friendly but the brokege is very high compared to the competition. brokege should come down to 10 Rs per lot. don't go for this app.,2
reviews_data,2026-06-16T10:27:22Z,,"F&o advise start koraga to achha Hota. for many brokerage company Jaisa angel one, choice, motilal oswal etc advise recommendation korta ha.",5
reviews_data,2026-06-16T10:20:45Z,,"brokerage charges high , but app's ui and features are awesome 😎",4
reviews_data,2026-06-16T10:17:42Z,,bahut hi accha platform hai partime income ka,5
reviews_data,2026-06-16T10:04:32Z,,They are providing better relationship with market ...All the best,5
reviews_data,2026-06-16T09:47:22Z,,awesome grow apps and very much for your support,5
reviews_data,2026-06-16T09:38:29Z,,asan app.. charges jada,5
reviews_data,2026-06-16T09:34:43Z,,great interface of the app and good experience with the information about trades and stocks and mutual funds.,4
reviews_data,2026-06-16T09:33:56Z,,good for trading and easily withdraw,3
reviews_data,2026-06-16T09:22:10Z,,I think all are good,4
reviews_data,2026-06-16T09:02:42Z,,very good and speedy platform,5
reviews_data,2026-06-16T08:38:40Z,,The groww experience is amazing,5
reviews_data,2026-06-16T08:06:21Z,,good outcome frome there esy app,5
reviews_data,2026-06-16T07:52:06Z,,I'm unable to change the Index in the scalper mode. The option was there before the update.,2
reviews_data,2026-06-16T07:34:53Z,,go with gro if u really wanna grow,4
reviews_data,2026-06-16T07:08:26Z,,very bad experience my muje mere paise nikalna par mere account me nhi aaya,1
reviews_data,2026-06-16T05:59:36Z,,when new less amount charged now add extra many charges,1
reviews_data,2026-06-16T05:28:35Z,,it's a nice path to grow money.,5
reviews_data,2026-06-16T05:02:12Z,,very good and simple app,5
reviews_data,2026-06-16T02:19:25Z,,Awsome wonderful ...number onr,5
reviews_data,2026-06-16T01:20:07Z,,order processing is very bad . the set target or stop-loss everytime gives loss,1
reviews_data,2026-06-15T23:32:17Z,,Best information and procedures,5
reviews_data,2026-06-15T23:20:25Z,,UI is easy to understand and very simple to navigate. rest is no glitches or downtimes observed,5
reviews_data,2026-06-15T22:03:39Z,,I can't download this app much money I in vest here,1
reviews_data,2026-06-15T21:23:11Z,,brokerage charge ka samjh nhi aata hai kabhi 14 rupees to kabhi 20 aur kabhi 35 kat leta hai aur extra charge bhi bahut hai aise me beginner ke liye ye aap thik nhi hai agar brokerage charge fix ho to app thik hai nhi to sabse bekar app hai,1
reviews_data,2026-06-15T20:49:20Z,,external Mutual Fund not updated since 6 months,1
reviews_data,2026-06-15T20:21:11Z,,is it it's a bug or it's normal every time I open app first it's loading then i have to refresh it in full network,3
reviews_data,2026-06-15T18:51:49Z,,"There is always scope for improvement. Citizens' money is safe with Grow and safely transacted too, this issue needs tobe reassured again and again. Other technical improvements can also be thought of to make experience fast but easy.",5
reviews_data,2026-06-15T18:26:39Z,,User friendly and good for beginners who want to start their investment journey.,5
reviews_data,2026-06-15T18:02:08Z,,groww has a good features to purchase shares,5
reviews_data,2026-06-15T18:01:11Z,,Groww is now giving a lot of wrong information due to glitch due to which both we investors and traders are suffering losses.,1
reviews_data,2026-06-15T17:44:30Z,,"Being an indian who doesn't want to invest in stocks? but the main issue is, every indian invests here, but every one gets worried about the broker commission, and here lies the main reason why you should invest in GROWW it's free and it takes low brokerage.",5
reviews_data,2026-06-15T17:26:53Z,,this is best apo,4
reviews_data,2026-06-15T17:19:48Z,,please give full screen ipad view,1
reviews_data,2026-06-15T17:02:16Z,,very nice experience easy to use,5
reviews_data,2026-06-15T15:50:25Z,,ekadam badhiya nice application,5
reviews_data,2026-06-15T15:18:21Z,,it's very easy and very trusted. Thank you Groww.,5
reviews_data,2026-06-15T15:17:50Z,,best app for investment decision,5
reviews_data,2026-06-15T14:22:55Z,,The Bonds holding should be shown in another section and not with the stock holdings,5
reviews_data,2026-06-15T14:12:35Z,,Please dont invest this app My 1000Rs Change Kat liye 😭😭😭,1
reviews_data,2026-06-15T13:52:40Z,,excellent trading and investing app.hope gift share features in few months .,5
reviews_data,2026-06-15T13:22:03Z,,bond invested price is showing as returned price and hence my overall returns is incorrectly shown,5
reviews_data,2026-06-15T13:14:25Z,,very bad app extra charge le raha ha bhot jayda charge ha finally very bed charge system,1
reviews_data,2026-06-15T13:12:14Z,,best app ever ... u should add multiple accounts options in your app so that one person can manage his/her family accounts,5
reviews_data,2026-06-15T12:45:08Z,,when I'm planning to sell things in delivery then why is it automatically changed into intra day who asked your bloody algorithm to do this ? sometimes this app really pisses me off. like why?,2
reviews_data,2026-06-15T12:39:56Z,,I like the app. It's very easy to use and navigate. I liked UX.,5
reviews_data,2026-06-15T12:00:42Z,,best app for investment,5
reviews_data,2026-06-15T11:57:58Z,,I want f&o treade,5
reviews_data,2026-06-15T11:38:39Z,,horrible experience zerodha is much more better than this app.,1
reviews_data,2026-06-15T11:02:46Z,,share market ke liye Sahi platform hai,5
reviews_data,2026-06-15T10:45:16Z,,"Very Awesome aap for SIP , Trading , Investing etc.",5
reviews_data,2026-06-15T10:40:09Z,,very bad problem Entry exit by groww even though stop loss is not hit or we have proof,1
reviews_data,2026-06-15T10:28:20Z,,Earlier it was working very well but now some problems have started arising.,5
reviews_data,2026-06-15T10:27:18Z,,totally scam no doubt.fraud app in India .no star allowed,1
reviews_data,2026-06-15T10:10:05Z,,brokerage charges very high,1
reviews_data,2026-06-15T10:03:26Z,,It is a very good platform to invest in and easy to learn and how to invest.,5
reviews_data,2026-06-15T09:59:25Z,,nice app for trading easy functions deposit and withdraw is quick,5
reviews_data,2026-06-15T09:43:40Z,,easy to understand and easy to use,4
reviews_data,2026-06-15T09:17:10Z,,need to update live chart indicator or live news,3
reviews_data,2026-06-15T09:03:18Z,,more beter for laptop,4
reviews_data,2026-06-15T08:11:52Z,,Nice app. good job 👍,5
reviews_data,2026-06-15T07:51:13Z,,easy and friendly.. interface,5
reviews_data,2026-06-15T06:57:31Z,,need more easy way to tecnical analysis,5
reviews_data,2026-06-15T06:18:01Z,,"rxr, वर्क डब्लू से कम वाले है ना कि यह नहीं आ",4
reviews_data,2026-06-15T01:48:40Z,,"""MTF charges and interest charges are very high. Charges are deducted separately without proper clarity. My pledged ETFs were sold and multiple charges were applied. Customer support did not explain clearly. Very disappointed with the experience. Please improve transparency in MTF charges and deductions.separate saparete charges duckk",1
reviews_data,2026-06-15T00:14:22Z,,"Bhai groww app mera paisa kha rh h, pehle apne App p balance mangta h then investment krta h stocks me. I had some Rs. grow balance...kuch din baad khud he show krne lga ki mere bank account me send kr diya...but 15 june ho aj tk mera paisa ni Mila.... complaint krne p bolte h humne to send kr diya.Mei toh apni sari investment he close kru ab..Darr lg rha h, isse acha toh Bank FD he h, atleast aise chori ni krte. Scam Hai Groww. I had high hopes, dreams to do my own investment, u r harassing me",1
reviews_data,2026-06-14T20:49:26Z,,"The app is really made simple and easy Kudos to that Groww team, but the major issue that I face is from Groww Search. When I search for MFs it always shows me very less funds and if I want to search for specific fund I have to type full name of it. Where as on other apps like Coin, if i type some terms all MFs having that term in the title come up in the results. It will be very helpful for users if Groww solves this problem.",4
reviews_data,2026-06-14T20:45:31Z,,Last 2 month se jyada Laking ho rhi hai iss app me .... hang jyada ho rha hai... need to Improvement more and more.,2
reviews_data,2026-06-14T20:17:33Z,,good with groww best experience 👌,5
reviews_data,2026-06-14T19:24:43Z,,this aap is best for trading,5
reviews_data,2026-06-14T18:51:44Z,,India is number one group 👍💯😘,5
reviews_data,2026-06-14T18:51:00Z,,my account is safe &time to time account information,5
reviews_data,2026-06-14T18:34:37Z,,bahut achcha app hai,1
reviews_data,2026-06-14T18:31:25Z,,EXCELLENT APPLICATION MY OPINION,5
reviews_data,2026-06-14T17:09:04Z,,awesome for anyone invest,5
reviews_data,2026-06-14T16:50:19Z,,very very bad 100/0 👎🏼👎🏼👎🏼,1
reviews_data,2026-06-14T16:41:19Z,,The best app for beginners and primary customer who want to begin his journey in capital Market. i enjoy very much with this app . i grow with this grow app. thanks groww .,5
reviews_data,2026-06-14T15:11:36Z,,broker charge very big,1
